	extended_tweet.full_text	retweet_count	user.screen_name	user.verified	user.followers_count	entities.hashtags	created_at	favorite_count
223	We are proud to stand with our partner @Coast_Capital in supporting #PinkShirtDay.  For every #PinkItForward in February, Coast Capital will donate $1 to Pink Shirt Day in support of bullying prevention programs for youth. https://t.co/PUcxtduM6l	5	BCGames1	False	3655	[{'text': 'PinkShirtDay', 'indices': [68, 81]}, {'text': 'PinkItForward', 'indices': [94, 108]}]	Wed Feb 28 19:11:00 +0000 2018	15
224	Please donate to help me and @audreymcwhorter buy an Easy Bake oven for our dorm room every dollar counts. If you donate to the cause we will make you a dessert when we get the oven! https://t.co/jnndczDxxO	1	MckeeverMonique	False	303	[]	Wed Feb 28 20:25:16 +0000 2018	11
225	This year #PinkShirtDay is focusing on cyberbullying – a problem that affects 2/3 of young people. Together we can make social media a friendlier place. Join the movement by sending a #PinkItForward message! @Coast_Capital will donate $1 for each message! #PinkLuncheon https://t.co/0Jt0C57ehk	15	pinkshirtday	True	15007	[{'text': 'PinkShirtDay', 'indices': [10, 23]}]	Fri Feb 23 22:26:03 +0000 2018	15
226	Every blood donation makes a difference to patients. That is why we hope you will keep coming back when you are eligible to donate. As a perk for returning donors, we are excited to announce this year's Four Times and Ten Times gifts: https://t.co/q7hkSrpRkp https://t.co/SUyjUOSiei	1	giveblood	False	2346	[]	Wed Feb 28 20:58:06 +0000 2018	4
227	It’s not too late! We’re only a few hundred dollars shy of making our fundraising goal of $4,110—that’s $1 for each person who will be diagnosed with #diabetes today. Donate by midnight and help us stand up to this deadly disease: https://t.co/x3nGcI1xTL #GiveForDiabetes https://t.co/8RtfpVmAkm	6	AmDiabetesAssn	True	142446	[]	Mon Feb 26 23:46:00 +0000 2018	8
228	We're going back to the basics in 2018. As the leading voter registration org for Latinos, we're committed to enhancing &amp; expanding the electorate by registering young voters, but we need your help. Every dollar you donate by midnight will be matched: https://t.co/XwkXJ8e1Ap https://t.co/w3GOeR4l84	29	votolatino	True	94335	[]	Sun Dec 31 23:23:30 +0000 2017	34
229	"Please join me! 
I just gave a donation to @IronStache &amp; hope you will do the same! @SpeakerRyan is coming for Medicaid which will put lives at risk, including Sophia's. 
We must protect each other &amp; our healthcare. #RandyBryce
Please retweet https://t.co/jCWoZM3s89"	63	Nataliew1020	True	57624	[]	Sun Dec 31 03:36:08 +0000 2017	106
230	"We all have a stake in the fight to stop a fascist USA, and we all have the power to help win.  Every dollar given before midnight tonight (up to $20,000) will be DOUBLED. Donate now!  Share this link far and wide!!

https://t.co/lth2yXw05s"	1	SFRefuseFascism	False	496	[]	Sun Dec 31 22:58:04 +0000 2017	1
231	"🎉 We'll match up to $112 more in donations for @hackthehood, as long as they come in by today! 💰 goes to sending low-income people of color to well-respected coding boot camps.

It doesn't take much! How about 10 of you donate $11 each? 

https://t.co/5DVGwfaxPO https://t.co/oer0WCDCwc"	6	michaellnorth	False	5042	[]	Sun Dec 31 22:20:55 +0000 2017	9
232	Retweet to start the #CapitalOneWave with Cele-bot, and for every RT we’ll donate $1 to help Miami youth with @Casa_Valentina. #CapitalOneOrangeBowl 🍊🍊🍊 https://t.co/KbW5ugR8qO	1286	CapitalOne	True	179072	[{'text': 'CapitalOneWave', 'indices': [21, 36]}]	Fri Dec 29 15:17:37 +0000 2017	534
233	"For every retweet this gets @AmandaK_B &amp; I will donate $.25 to @USOWomen up to $1,000.

And we hope you consider giving too!

The United State of Women works to support women’s health, reproductive rights, equal pay, to stop violence against women &amp; more!

https://t.co/FqdC2BgiR1"	678	Kyle_Lierman	True	47524	[]	Thu Dec 28 17:41:20 +0000 2017	319
234	We’re asking you to give for the babies who’ll need the March of Dimes during the 1st moments of their lives. And for the moms &amp; dads whose dreams you can help answer. Give now &amp; your gift will be TRIPLED to give every baby the best possible start in 2018: https://t.co/b1KodoUyKJ https://t.co/JVTkEmyPoo	4	MarchofDimes	True	66570	[]	Sat Dec 30 23:08:02 +0000 2017	7
235	"One more day! Through midnight tomorrow, #NewsMatch will double every dollar we receive, up to $28,000 in total. We’re so close to our goal of $56,000, and we need your help to make it through the final stretch.

https://t.co/BOZ9Sqnh9p https://t.co/sLwcTiwk2H"	3	invw	True	3573	[{'text': 'NewsMatch', 'indices': [41, 51]}]	Sat Dec 30 22:00:00 +0000 2017	3
236	Help us &amp; @Jif spread the PB&amp;J love this holiday season! For every tweet using #PBJLikeAPro &amp; #Donation, we’ll donate $1 to @BGCA_Clubs (*Max. donation: $10,000) https://t.co/xqHyp3D8X9 https://t.co/AX3LeRBWe4	310	smuckers	True	23385	[{'text': 'PBJLikeAPro', 'indices': [87, 99]}, {'text': 'Donation', 'indices': [106, 115]}]	Fri Dec 08 18:30:02 +0000 2017	616
237	FUNDRAISER: Bomber eSports knows that this can sometimes be a tough time of year and would like to do what we can to help those in need! We are holding a fundraiser where every RT we get on this tweet we will donate .25 cents to @MakeAWish to help improve people’s lives! #Bombers	126	BomberEsports	False	982	[]	Mon Dec 25 01:56:17 +0000 2017	65
238	"So far, we have all read a total of 652 books! 

If we can all read a total of 5000 books by the end of January, Palatine Bank &amp; Trust and Warehouse Direct will donate $1,000 each to @LittleCityOrg in Palatine.

Stay warm and keep reading! https://t.co/yQptqWOBeC https://t.co/JwXMdCNSA5"	5	palatinelibrary	False	2679	[]	Tue Dec 26 17:57:58 +0000 2017	10
239	"💥 BOOM 💥 #Rutgers fans!

A B1G donation and we blew through the Barry Goldsmith $200k lacrosse/soccer building match. 

Let’s keep R momentum going! 

I will donate $1 for every RETWEET between now and 12/31. 

Please RT and DONATE here: https://t.co/RuRB2kGBEz https://t.co/HiEuYDs4p7"	300	jonnew	False	4639	[{'text': 'Rutgers', 'indices': [9, 17]}]	Wed Dec 27 15:57:23 +0000 2017	115
240	"Glad there's a growing religious climate movement in Virginia? 
So are we.
Every dollar you give to @VAIPL will support our grassroots work to care for Creation, together. 
Make a gift at https://t.co/iNSnO8nV6Y https://t.co/bl8lLSPgJ0"	3	VAIPL	False	813	[]	Sun Dec 31 00:41:11 +0000 2017	10
241	Donate unique sounds for donations! We're trying to reach 150 different sounds by 3pm! Each donation will be matched with a $30 donation! Donate now! #Zeldathon https://t.co/J6luWyUpQC	3	sab_irene	False	1962	[]	Sun Dec 31 19:36:59 +0000 2017	4
242	And because the biggest question I get is how people can donate to our candidates, we started a newsletter where we'll feature one each week you should donate to: https://t.co/cTF6rLTRW6	15	lkherman	True	26353	[]	Sun Dec 31 15:13:16 +0000 2017	32
243	Before we say goodbye to 2017, we wanted to remind you that your tax-deductible gift will go 2X as far. Our supporters, Harold &amp; Kay, offered to match every dollar donated, up to $50K, before midnight! https://t.co/UU8qMttx4P https://t.co/ECg5mt7WkQ	5	ForgottnHarvest	False	8979	[]	Sun Dec 31 12:46:03 +0000 2017	5
244	"With just hours left in our fall campaign, we are so close to reaching our goal. Will you help us cross the finish line? Every gift counts!
https://t.co/C93WG3ROxv https://t.co/zaYTFioNT5"	1	firstthingsmag	True	57520	[]	Sun Dec 31 19:00:02 +0000 2017	5
245	Last day for our #Decemberdonation! For every box sold online, we will donate three bars to our local food bank! Happy shopping! https://t.co/HJR4rig9sp	1	RBarEnergy	False	1424	[{'text': 'Decemberdonation', 'indices': [17, 34]}]	Sun Dec 31 17:17:15 +0000 2017	2
246	for every donate he will drink a shot! cmon we gonna see a drunken dms 💪 https://t.co/9Q1sfnnY7A	1	Babuu_R6	False	761	[]	Sun Dec 31 18:50:08 +0000 2017	1
247	"RT RoseParade ""RT Honda: Help us help kids during this Rose Parade. All it takes is a 🌹. For every 🌹 left in the comments, Honda will donate $1 to kids in need, up to $25,000. Together, we can help ensure every child has the chance to pursue their dr… https://t.co/LKWS5PvdDO"""	0	CarlsBailBonds	False	95	[]	Sun Dec 31 18:51:07 +0000 2017	1
248	"⚽️ #WhosTheMan 

Roy Hodgson &amp; Pep Guardiola wear our “Man of Men” badge to raise awareness of a disease killing 1 man every 45 minutes in the UK.

You can too. Text BADGE to 70004 to donate £5 &amp; we’ll send you a badge as a thank you.

#CRYMCI #CPFC #MCFC https://t.co/3hFiv71ToW"	14	ProstateUK	True	49704	[{'text': 'WhosTheMan', 'indices': [3, 14]}]	Sun Dec 31 09:51:19 +0000 2017	34
249	"#NegotiatingTheImpossible supports the important &amp; difficult work done by the International Rescue Committee. For every Retweet this week, we will donate $10 to @TheIRC (up to 250 Retweets). 
https://t.co/e1i9n5scuU"	57	Prof_Malhotra	True	19836	[{'text': 'NegotiatingTheImpossible', 'indices': [0, 25]}]	Thu Dec 28 17:37:13 +0000 2017	10
250	Give a box this #BoxingDay ✨ We've partnered up with @LlamauUK to support #homeless youth and the vulnerable. For every order placed from today up until the 2nd January, we will donate a full box for free to Llamau 💗 Helping others menstruate with dignity #Wales #PeriodPowerful https://t.co/kbSFT7Lfdo	4	totmorganic	False	4239	[{'text': 'BoxingDay', 'indices': [16, 26]}, {'text': 'homeless', 'indices': [74, 83]}]	Tue Dec 26 12:00:16 +0000 2017	7
251	"Hello my Lovelies ;) We are trying to raise money to give toys to children living in poverty right here in Atlanta. Every $25 will bring a toy package to a child, but any amount you can donate is appreciated. 

Here is the link to our campaign page:

https://t.co/GTQc7FW1Cy"	1634	JosephMorgan	True	2420218	[]	Wed Nov 29 21:19:24 +0000 2017	7353
252	"Here we go! Week 17 coming up!!!

How many #GoalLineGiving points do you think the #Patriots will score today against the #Jets?

Remember: for each point New England scores this season, @EmpowerToday will donate $100 to JAF cancer patients!"	1	joeandruzzifndn	True	4541	[{'text': 'GoalLineGiving', 'indices': [43, 58]}, {'text': 'Patriots', 'indices': [83, 92]}]	Sun Dec 31 17:56:56 +0000 2017	4
253	"Today is your last chance to make something insanely positive of 2017. We have a donor who will give $2 for every $1 donated before year end.

Give $100 now and fund a $300 surgery. There is really no better way to close up 2017!

Donate Now: https://t.co/x4HwPrQs7X https://t.co/jm6p8pxpwb"	2	OpFistula	False	11569	[]	Sun Dec 31 17:44:54 +0000 2017	3
254	"We're raising £803 for an away end crowd surfer

We want to take this flag to every away ground possible to add to our already great away support

Any size donation help &amp; even £1 will go a long way

If you can't donate RT

https://t.co/W2fxRNNAyh 

#ChelseaHereChelseaThere #CFC https://t.co/Nkgk0MDGJt"	222	WeAre_TheShed	False	20005	[]	Sat Dec 30 11:42:19 +0000 2017	251
255	"We're raising £803 for an away end crowd surfer

We want to take this flag to every away ground possible to add to our already great away support

Any size donation help &amp; even £1 will go a long way

If you can't donate RT

https://t.co/W2fxRNNAyh 

#ChelseaHereChelseaThere #CFC https://t.co/Nkgk0MDGJt"	222	WeAre_TheShed	False	20005	[]	Sat Dec 30 11:42:19 +0000 2017	250
256	Retweet this post and tweet all World Series with #HR4HR and we’ll donate $2 each to @TeamRubicon toward hurricane recovery! https://t.co/1GVU0sO8Ij	3309	TMobile	True	1163997	[{'text': 'HR4HR', 'indices': [50, 56]}]	Sun Oct 29 21:00:02 +0000 2017	1591
257	Please review the attached list of items in which we will be looking for you to donate. As you review the items, these are every day items that we take for granted. For the Foster Kids of the Merrimack Valley, these items are a luxury. Please help and donate this Sunday https://t.co/3ocBSZ1jGF	1	mvghsfallball	False	319	[]	Tue Oct 31 23:00:18 +0000 2017	2
258	We're raising cash for @air_ambulance this #CharityTuesday - we'll donate £1 for every new follower we get in the next 24hrs! RT to help 😊 https://t.co/v58MWTAM2l	121	BreconWater	False	3038	[{'text': 'CharityTuesday', 'indices': [43, 58]}]	Tue Oct 31 12:06:37 +0000 2017	62
259	Join us in thanking America's heroes! Visit us during Veteran's Day &amp; we'll donate $1 for every large popcorn purchased to @GarySiniseFound! https://t.co/93pWpCjkZV	8	RegalMovies	True	572371	[]	Tue Oct 31 17:00:03 +0000 2017	16
260	"Celebrating our 8th Birthday TODAY!!  We need to give the gifts, For every retweet, @CKXS will donate $2 to Hospice. 
(Lets donate $500!!!) https://t.co/keDVhkMypI"	107	GregCKXS	False	5105	[]	Wed Oct 25 11:33:11 +0000 2017	33
261	RT @margoadair: #HR4HR RT @TMobile: Retweet this post and tweet all World Series with #HR4HR and we’ll donate $2… https://t.co/0KBHTcMwE3	0	TweetHR4HR	False	14	[{'text': 'HR4HR', 'indices': [16, 22]}, {'text': 'HR4HR', 'indices': [86, 92]}]	Tue Oct 31 23:10:31 +0000 2017	0
262	RT @Popatoes1: #HR4HR RT @TMobile: Retweet this post and tweet all World Series with #HR4HR and we’ll donate $2… https://t.co/dI3iFYmNS3	0	TweetHR4HR	False	14	[{'text': 'HR4HR', 'indices': [15, 21]}, {'text': 'HR4HR', 'indices': [85, 91]}]	Tue Oct 31 23:01:48 +0000 2017	0
263	For every $10,000 raised, we’ll donate 100 hrs of community service to a local charity. Help us help make an IMPACT. https://t.co/BnikiNYN68	2	ZagsRowing	False	1377	[]	Mon Oct 30 23:15:01 +0000 2017	6
264	RT @AlexContestBot: #HR4HR RT @TMobile: Retweet this post and tweet all World Series with #HR4HR and we’ll donate… https://t.co/hFpuVGhN3L	0	TweetHR4HR	False	14	[{'text': 'HR4HR', 'indices': [20, 26]}, {'text': 'HR4HR', 'indices': [90, 96]}]	Tue Oct 31 22:52:42 +0000 2017	0
265	RT @Chi312Chi: #HR4HR RT @TMobile: Retweet this post and tweet all World Series with #HR4HR and we’ll donate $2… https://t.co/d2oVxCt09Z	0	TweetHR4HR	False	14	[{'text': 'HR4HR', 'indices': [15, 21]}, {'text': 'HR4HR', 'indices': [85, 91]}]	Tue Oct 31 22:52:17 +0000 2017	0
266	From this week till end of the year every biscuits we sell all the money will be donate it to protect #Hedgehogs and #RedSquirrels 🦔 https://t.co/Jy5EpJwgQ1	11	BethsMogador4	False	5240	[{'text': 'Hedgehogs', 'indices': [102, 112]}]	Tue Oct 31 20:20:49 +0000 2017	24
267	"And we aren’t done yet!
 
Tweet &amp; RT with #HR4HR all World Series and we’ll donate $2 for each to hurricane recovery.

Let’s go! https://t.co/qEs0FFjHl2"	885	TMobile	True	1163997	[{'text': 'HR4HR', 'indices': [46, 52]}]	Wed Oct 25 21:00:05 +0000 2017	366
268	From TMobile: Retweet this post and tweet all World Series with #HR4HR and we’ll donate $2 each to @TeamRubicon toward hurricane recovery!	1	foxycory	False	4	[{'text': 'HR4HR', 'indices': [64, 70]}]	Tue Oct 31 17:05:57 +0000 2017	1
269	As part of our collection for the Veterans Food Drive we are asking students to bring 5 pieces of their Halloween candy to donate. This will be collected in each of our classes. Thank you!	2	Curious1sand2s	False	97	[]	Tue Oct 31 19:08:23 +0000 2017	4
270	We’ll donate to a local food bank each time you enter #FeedYourFandom. Purchase at @Safeway &amp; see details here: https://t.co/heDEe8oQAd https://t.co/FwruRQskkc	4	FosterFarms	True	3903	[{'text': 'FeedYourFandom', 'indices': [54, 69]}]	Thu Oct 26 20:00:41 +0000 2017	6
271	RT @tlashurley: #HR4HR RT @TMobile: Game 2 is here ⚾ Retweet this post + tweet all WS with #HR4HR and we’ll donate… https://t.co/G0sw36KRQp	0	TweetHR4HR	False	14	[{'text': 'HR4HR', 'indices': [16, 22]}, {'text': 'HR4HR', 'indices': [91, 97]}]	Tue Oct 31 20:32:48 +0000 2017	0
